"problem_id","input","output"
"962","{'a':10,'b':20},{'x':30,'y':40}","{'x':30,'y':40,'a':10,'b':20}"
"962","{'a':900,'b':900,'d':900},{'a':900,'b':900,'d':900}","{'a':900,'b':900,'d':900,'a':900,'b':900,'d':900}"
"962","{'a': 100, 'b': 200},{'x': 300, 'y': 200}","{'x': 300, 'y': 200, 'a': 100, 'b': 200}"
"963","24","109"
"963","15","73"
"963","12","61"
"964","['python','java','C','C++','DBMS','SQL'],2","[['python', 'C', 'DBMS'], ['java', 'C++', 'SQL']]"
"964","[1,2,3,4,5,6,7,8,9,10,11,12,13,14],3","[[1,4,7,10,13], [2,5,8,11,14], [3,6,9,12]]"
"964","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n'],3","[['a', 'd', 'g', 'j', 'm'], ['b', 'e', 'h', 'k', 'n'], ['c', 'f', 'i', 'l']]"
"965","10","400"
"965","9","324"
"965","5","100"
"966","4","84"
"966","3","35"
"966","2","10"
"967","5","121"
"967","4","73"
"967","3","37"
"968","'S'","83"
"968","'R'","82"
"968","'A'","65"
"969","[5, 6, 12, 1],4","12"
"969","[3, 20, 17, 9, 2, 10, 18, 13, 6, 18],10","26"
"969","[5, 6, 12, 1, 18, 8],6","30"
"970","1","32"
"970","3","8832"
"970","2","1056"
"971","[(1, 'Sudeep', 14), (2, 'Vandana', 36), (3, 'Dawood', 56)]","[14, 36, 56]"
"971","[(1, 'Sai', 36), (2, 'Ayesha', 25), (3, 'Salman', 45)]","[36, 25, 45]"
"971","[(1, 'Rash', 21), (2, 'Varsha', 20), (3, 'Kil', 19)]","[21, 20, 19]"
"972","(7, 18, 9), (10, 11, 12)","(-3, 7, -3)"
"972","(11, 2, 3), (24, 45 ,16)","(-13, -43, -13)"
"972","(10, 4, 5), (2, 5, 18)","(8, -1, -13)"
"973","2","2"
"973","6","32"
"973","4","8"
"974","[4,3],2,2","2"
"974","[1,2,3,4],4,1","4"
"974","[2,5,4],3,2","2"
"975","4,10","502.64000000000004"
"975","4,5","251.32000000000002"
"975","10,5","1570.7500000000002"
"976","{'Cierra Vega': 175, 'Alden Cantrell': 180, 'Kierra Gentry': 165, 'Pierre Cox': 190},190","{ 'Pierre Cox': 190}"
"976","{'Cierra Vega': 175, 'Alden Cantrell': 180, 'Kierra Gentry': 165, 'Pierre Cox': 190},180","{ 'Alden Cantrell': 180, 'Pierre Cox': 190}"
"976","{'Cierra Vega': 175, 'Alden Cantrell': 180, 'Kierra Gentry': 165, 'Pierre Cox': 190},170","{'Cierra Vega': 175, 'Alden Cantrell': 180, 'Pierre Cox': 190}"
"977","(11, 15, 5, 8, (2, 3), 8) ","4"
"977","(2, 9, (5, 7), 11) ","2"
"977","(1, 5, 7, (4, 6), 10) ","3"
"978","10","370"
"978","7","175"
"978","3","27"
"979","[9, 10, 17, 19, 22, 39, 48, 56],48","(True, 6)"
"979","[12, 32, 45, 62, 35, 47, 44, 61],61","(True, 7)"
"979","[11,23,58,31,56,77,43,12,65,19],31","(True, 3)"
"980","[1,2,3,4,5]","True"
"980","[1,2,1,2]","False"
"980","[1,2,3]","True"
"981","[90,120],[50,70]","[40,50]"
"981","[1,2],[3,4]","[-2,-2]"
"981","[1, 2, 3],[4,5,6]","[-3,-3,-3]"
"982","321","True"
"982","51241","False"
"982","1234","True"
"983","[""green"", ""green"", ""green"", ""green""],'green'","True"
"983","[1,2,3,4],7","False"
"983","[""green"", ""orange"", ""black"", ""white""],'blue'","False"
"984","""abbbba""","('Found a match!')"
"984","""dc""","('Not matched!')"
"984","""ac""","('Not matched!')"
"985","[-1, -2, -3], 3, 3","-1"
"985","[-1, 10, 20], 3, 2","59"
"985","[10, 20, -30, -1], 4, 3","30"
"986","4","120"
"986","3","56"
"986","2","20"
"987","[2, 3, 4, 5], 4, 6","1"
"987","[1, 3, 8, 12, 12], 5, 13","3"
"987","[ 1, 6, 4, 5 ], 4, 7","2"
"988","75","2"
"988","50","6"
"988","100","5"
"989","[[5], [15,20,25]]","(3, [15,20,25])"
"989","[[1], [5, 7], [10, 12, 14,15]]","(4, [10, 12, 14,15])"
"989","[[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]","(3, [13, 15, 17])"
"990","4, 4","228"
"990","3, 2","6"
"990","2, 4","16"
"991","20,5","4"
"991","4,2","2"
"991","10,3","3"
"992","7,15","16.55294535724685"
"992","3,4","5"
"992","7,8","10.63014581273465"
"993","['Python', 3, 2, 4, 5, 'version']","5"
"993","['Python', 15, 20, 25]","25"
"993","['Python', 30, 20, 40, 50, 'version']","50"
"994","8","7"
"994","12","16"
"994","7","1"
"995","[1,2,1],3","1"
"995","[1,20,6,4,5],5","5"
"995","[1,2,5,6,1],5","3"
"996","[[10, 20], [40], [30, 56, 25], [10, 20], [33], [40]]","[10, 20, 40, 30, 56, 25, 10, 20, 33, 40]"
"996","[[1,2,3], [4,5,6], [10,11,12], [7,8,9]]","[1, 2, 3, 4, 5, 6, 10, 11, 12, 7, 8, 9]"
"996","[0, 10, [20, 30], 40, 50, [60, 70, 80], [90, 100, 110, 120]]","[0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120]"
"997","[[2, 3, 1], [4, 5], [6, 8]], [[4, 5], [6, 8]]","[[], []]"
"997"," [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14],[[12, 18, 23, 25, 45], [7, 11, 19, 24, 28], [1, 5, 8, 18, 15, 16]]","[[12], [7, 11], [1, 5, 8]]"
"997","['john','amal','joel','george'],[['john'],['jack','john','mary'],['howard','john'],['jude']]","[['john'], ['john'], ['john'], []]"
"998","[('Juan Whelan',50),('Sabah Colley',48),('Peter Nichols',37),('Juan Whelan',22),('Sabah Colley',14)]","('Juan Whelan', 72)"
"998","[('Juan Whelan',90),('Sabah Colley',88),('Peter Nichols',7),('Juan Whelan',122),('Sabah Colley',84)]","('Juan Whelan', 212)"
"998","[('Juan Whelan',10),('Sabah Colley',20),('Peter Nichols',30),('Juan Whelan',40),('Sabah Colley',50)]","('Sabah Colley', 70)"
"999","2","6.0"
"999","3","20.0"
"999","1","2.0"
"1000","{'a':1, 'b': {'c':'python'}}","2"
"1000","{1: 'Sun', 2: {3: {4:'Mon'}}}","3"
"1000","{'a':1, 'b': {'c': {'d': {}}}}","4"
"1001","10","8"
"1001","18","16"
"1001","6","4"
"1002","[1,2,0],3","False"
"1002","[1,0,2],3","True"
"1002","[1,2,1],3","True"
"1003","[1,2,3,4],[[0,1],[0,2]],1,2","3"
"1003","[1,2,3,4,5,6],[[0,1],[0,2]],1,1","1"
"1003","[1,2,3,4,5],[[0,2],[0,3]],2,1","3"
"1004","[""Pqrst Pqr"",""qrstuv""]","('Pqrst','Pqr')"
"1004","[""Python PHP"", ""Java JavaScript"", ""c c++""]","('Python', 'PHP')"
"1004","[""Python Programming"",""Java Programming""]","('Python','Programming')"
"1005","[1, 101, 2, 3, 100, 4, 5 ], 7, 2, 5","7"
"1005","[11, 15, 19, 21, 26, 28, 31], 7, 2, 4","71"
"1005","[1, 101, 2, 3, 100, 4, 5 ], 7, 4, 6","11"
"1006","(""HELLO"", 5, [], True) ,2,500","(""HELLO"", 5, [500], True)"
"1006","(""HELLO"", 5, [], True) ,2,50","(""HELLO"", 5, [50], True)"
"1006","(""HELLO"", 5, [], True) ,2,100","((""HELLO"", 5, [100],True))"
"1007","[1, 2, 3, 4, 5, 6],[3, 6, 8, 9, 10, 6],4","[60, 54, 50, 48]"
"1007","[1, 2, 3, 4, 5, 6],[3, 6, 8, 9, 10, 6],5","[60, 54, 50, 48, 45]"
"1007","[1, 2, 3, 4, 5, 6],[3, 6, 8, 9, 10, 6],3","[60, 54, 50]"
"1008","9,7","9"
"1008","5,10","10"
"1008","-1,-2","-1"
"1009","""item1""","('i', 't', 'e', 'm', '1')"
"1009","""python 3.0""","('p', 'y', 't', 'h', 'o', 'n', '3', '.', '0')"
"1009","""15.10""","('1', '5', '.', '1', '0')"
"1010","12","14"
"1010","10","14"
"1010","15","15"
"1011","10,15","1570.7963267948965"
"1011","5,12","314.15926535897927"
"1011","19,17","6426.651371693521"
"1012","[-2,-3,1]","1"
"1012","[-1,-2,1,2]","1,2"
"1012","[3,4,-5]","3,4"
"1013","[ [ 1, 2, 3, 4, 5], [ 6, 7, 8, 9, 10] ], 5","24"
"1013","[ [7, 9, 11, 15, 19], [21, 25, 28, 31, 32] ], 5","81"
"1013","[ [1, 4, 5], [2, 0, 0 ] ], 3","7"
"1014","""maximum even length""","""length"""
"1014","""eve""","""-1"""
"1014","""python language""","""language"""
"1015","[2, 3, 5, 8, 6, 6, 8, 9, 9, 9], 9","9"
"1015","[2, 2, 1, 5, 6, 6, 6, 9, 9, 9], 6","6"
"1015","[2, 5, 5, 5, 6, 6, 8, 9, 9, 9], 5","3"
"1016","'automatically'","['a', 'u', 't', 'o', 'm', 'a', 't', 'i', 'c', 'a', [2, 'l'], 'y']"
"1016","'python'","['p', 'y', 't', 'h', 'o', 'n']"
"1016","[1,1,2,3,4,4,5,1]","[[2, 1], 2, 3, [2, 4], 5, 1]"
"1017","4","2"
"1017","1","0"
"1017","8","18"
"1018","'4K Ultra HD streaming player'","['Ultra']"
"1018","'Streaming Media Player'","['Media']"
"1018","'Please move back to strem'","['strem']"
"1019","20","41230"
"1019","54","2151270"
"1019","12","5434"
"1020","""1111""","'1234321'"
"1020","""13333122222""","'123456789101110987654321'"
"1020","""111111""","'12345654321'"
"1021","[1,2,2,2,4,4,4,5,5,5,5]","[0]"
"1021","[2,1,5,6,8,3,4,9,10,11,8,12]","[1]"
"1021","[12,33,23,10,67,89,45,667,23,12,11,10,54]","[3,11]"
"1022","[1, 2, 3, -4, -1, 4], 6","[-4, 1, -1, 2, 3, 4]"
"1022","[4, 7, 9, 77, -4, 5, -3, -9], 8","[-4, 4, -3, 7, -9, 9, 77, 5]"
"1022","[-5, -2, 5, 2, 4,	7, 1, 8, 0, -8], 10","[-5, 5, -2, 2, -8, 4, 7, 1, 8, 0]"
"1023","(1, 2, 3, 4, 5)","(6, 9)"
"1023","(6, 7, 8, 9, 4, 5)","(21, 18)"
"1023","(5, 6, 3, 6, 10, 34)","(46, 18)"
"1024","2","2"
"1024","4","1"
"1024","6","3"
"1025","[""Its been a great year"", ""this year is so worse"", ""this year is okay""] ","'year'"
"1025","[""Families can be reunited"", ""people can be reunited"", ""Tasks can be achieved ""] ","'can'"
"1025","[""UTS is best for RTF"", ""RTF love UTS"", ""UTS is best""] ","'UTS'"
"1026","6,6,12","True"
"1026","6,16,20","False"
"1026","6,8,12","False"
"1027","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10],2,2","[3, 4, 5, 6, 7, 8, 9, 10, 1, 2]"
"1027","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10],5,2","[6, 7, 8, 9, 10, 1, 2]"
"1027","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10],3,4","[4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4]"
"1028","[1,2,3]","0"
"1028","[1,2,-3,-10,20]","2"
"1028","[-1,-2,3,-4,-5]","4"
"1029","'Certain service are subject to change MSR'","['are', 'MSR']"
"1029","'For the four consumer complaints contact manager AKR reddy'","['For', 'the', 'four', 'AKR', 'reddy']"
"1029","'Third party legal desclaimers'","['Third', 'party', 'legal']"
"1030","2","1"
"1030","4","2"
"1030","6","1"
"1031","'python'","{'p': 1, 'y': 1, 't': 1, 'h': 1, 'o': 1, 'n': 1}"
"1031","'language'","{'l': 1, 'a': 2, 'n': 1, 'g': 2, 'u': 1, 'e': 1}"
"1031","'program'","{'p': 1, 'r': 2, 'o': 1, 'g': 1, 'a': 1, 'm': 1}"
"1032","[['rishi', 10], ['akhil', 5], ['ramya', 20], ['gaur', 15]]","[['akhil', 5], ['rishi', 10], ['gaur', 15], ['ramya', 20]]"
"1032","[['452', 10], ['256', 5], ['100', 20], ['135', 15]]","[['256', 5], ['452', 10], ['135', 15], ['100', 20]]"
"1032","[['a', 10], ['b', 5], ['c', 20], ['d', 15]]","[['b', 5], ['a', 10], ['d', 15], ['c', 20]]"
"1033","7,10,5","True"
"1033","2,3,5","False"
"1033","1,2,3","False"
"1034","1,4,5","34"
"1034","2,6,4","72"
"1034","1,5,2","25"
"1035","""March""","False"
"1035","""January""","False"
"1035","""February""","True"
"1036","""  lang  .""","('Not matched!')"
"1036","""python.""","('Found a match!')"
"1036","""python.""","('Found a match!')"
"1037","'abc'","3"
"1037","'abcab'","7"
"1037","'aba'","4"
"1038","5,10","2"
"1038","2,5","2"
"1038","2,2","2"
"1039","[0,1,2,3,4,5]","6"
"1039","[1,2,3,4,5]","6"
"1039","[10,20,30,40,50,60,7]","37"
"1040","{12, 13, 14, 15, 16}","(12, 13, 14, 15, 16)"
"1040","{6, 7, 8, 9, 10, 11}","(6, 7, 8, 9, 10, 11)"
"1040","{1, 2, 3, 4, 5}","(1, 2, 3, 4, 5)"
"1041","[[4, 7, 9, 11, 16], [2, 6, 13], [5, 9, 16, 17], [3, 7]]","(5, 7)"
"1041","[[ 2, 3, 4, 8, 10, 15 ], [1, 5, 12], [7, 8, 15, 16], [3, 6]]","(4, 7)"
"1041","[[3, 6, 8, 10, 15], [1, 5, 12], [4, 8, 15, 16], [2, 6]]","(4, 6)"
"1042","""python3.0""","(6,2)"
"1042","""program""","(7,0)"
"1042","""python""","(6,0)"
"1043","2,5","1"
"1043","8,65","6"
"1043","5,100","8"
"1044","[0, 1, 2, 3, 4, 4, 4, 4, 5, 7]","[1, 1, 1, 1, 0, 0, 0, 1, 2]"
"1044","[4, 5, 8, 9, 6, 10]","[1, 3, 1, -3, 4]"
"1044","[1, 1, 3, 4, 4, 5, 6, 7]","[0, 2, 1, 0, 1, 1, 1]"
"1045","3, 1","1"
"1045","4, 2","4"
"1045","4, 3","5"
"1046","2,2","5"
"1046","1,2","2"
"1046","4,3","20"
"1047","8","14"
"1047","6","5"
"1047","4","2"
"1048","""101""","""Yes"""
"1048","""name0""","""No"""
"1048","""01010101010""","""Yes"""
"1049","""abcb""","2"
"1049","""abcda""","3"
"1049","""mnm""","1"
"1050","[2,3,4,3,5,7,1,2,3,5],10,2","2"
"1050","[1,2,1,3,4],5,2","1"
"1050","[0,1,2,3,4,5],6,1","0"
"1051","'abab'","False"
"1051","'abc'","True"
"1051","'aba'","False"
"1052","[[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]],0","[[3], [7], [3], [15, 17], [7], [11]]"
"1052","[[1, 2, 3], [-2, 4, -5], [1, -1, 1]],2","[[1, 2], [-2, 4], [1, -1]]"
"1052","[[1, 2, 3], [2, 4, 5], [1, 1, 1]],0","[[2, 3], [4, 5], [1, 1]]"
"1053","2,6,4","22"
"1053","1,4,5","16"
"1053","1,5,2","9"
"1054","0","0"
"1054","1","1"
"1054","2","8"
"1055","50,40","90"
"1055","45,95","40"
"1055","47,89","44"
"1056","[(4, 6), (8, 9), (7, 3), (8, 12), (10, 9)]","12"
"1056","[(3, 5), (7, 8), (6, 2), (7, 11), (9, 8)]","11"
"1056","[(2, 4), (6, 7), (5, 1), (6, 10), (8, 7)]","10"
"1057","[3,2],[1,4]","[0, 2]"
"1057","[90,120],[50,70]","[40, 50]"
"1057","[4,5,6],[1, 2, 3]","[0, 1, 0]"
"1058","1,2,3","""No"""
"1058","1,-5,6","""No"""
"1058","1,3,2","""Yes"""
"1059","5","959"
"1059","4","223"
"1059","2","7"
"1060","[[], [], [], 'Python',[],[], 'programming', 'language',[],[],[], [], []]","['Python', 'programming', 'language']"
"1060","[[], [], [],[],[], 'Green', [1,2], 'Blue', [], []]","[ 'Green', [1, 2], 'Blue']"
"1060","[[], [], [], 'Red', 'Green', [1,2], 'Blue', [], []]","['Red', 'Green', [1, 2], 'Blue']"
"1061","[1,2,3,1,2,4,1]","1"
"1061","[1,2,6,7,0,1,0,1,0]","1,0"
"1061","[1,2,3,1,2,3,12,4,2]","2"
"1062","[(11, 12, 13), (14, 15, 16), (17, 18, 19)], 9","[(20, 21, 22), (23, 24, 25), (26, 27, 28)]"
"1062","[(1, 2, 3), (4, 5, 6), (7, 8, 9)], 8","[(9, 10, 11), (12, 13, 14), (15, 16, 17)]"
"1062","[(1, 3, 4), (2, 4, 6), (3, 8, 1)], 4","[(5, 7, 8), (6, 8, 10), (7, 12, 5)]"
"1063","""010111011""","2"
"1063","""001""","1"
"1063","""0001010111""","2"
"1064","4123459","7"
"1064","11223305","8"
"1064","12345","5"
"1065","[2,3]","6"
"1065","[1,2,3,4,5]","20"
"1065","[1,2,3,4,5,6]","30"
"1066","root1","True"
"1066","root2","False"
"1066","root","False"
"1067","(1, 3), 4","((1, 3), (1, 3), (1, 3), (1, 3))"
"1067","(3, 4), 5","((3, 4), (3, 4), (3, 4), (3, 4), (3, 4))"
"1067","(1, 2), 3","((1, 2), (1, 2), (1, 2))"
"1068","10,20,30","1800"
"1068","7,9,10","320"
"1068","8,5,6","156"
"1069","[('item1', '5'), ('item2', '10'), ('item3', '14')]","[('item3', '14'), ('item2', '10'), ('item1', '5')]"
"1069","[('item1', '15'), ('item2', '10'), ('item3', '20')]","[('item3', '20'), ('item1', '15'), ('item2', '10')]"
"1069","[('item1', '12.20'), ('item2', '15.10'), ('item3', '24.5')]","[('item3', '24.5'), ('item2', '15.10'), ('item1', '12.20')]"
"1070","[1, 2, 3, 4, 6, 9, 11, 15], 0, 7","0"
"1070","[0, 1, 2, 6, 9, 11, 15], 0, 6","3"
"1070","[0, 1, 2, 3, 4, 5, 6], 0, 6","7"
"1071","[1, 3, 5, 7, 9, 2, 4, 6, 8, 0]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"1071","[25, 35, 22, 85, 14, 65, 75, 25, 58]","[14, 22, 25, 25, 35, 58, 65, 75, 85]"
"1071","[18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1]","[1, 2, 3, 4, 7, 8, 9, 9, 10, 14, 18]"
"1072","10,15,21","3150"
"1072","5,7,9","315"
"1072","1,2,3","6"
"1073","'abcd'","['abcd', 'bacd', 'bcad', 'bcda', 'acbd', 'cabd', 'cbad', 'cbda', 'acdb', 'cadb', 'cdab', 'cdba', 'abdc', 'badc', 'bdac', 'bdca', 'adbc', 'dabc', 'dbac', 'dbca', 'adcb', 'dacb', 'dcab', 'dcba']"
"1073","'abc'","['abc', 'bac', 'bca', 'acb', 'cab', 'cba']"
"1073","'ab'","['ab', 'ba']"
"1074","219,2","218"
"1074","1111,5","1110"
"1074","4722,10","4720"
"1075","(2, 2, 5, 4, 5, 7, 5, 6, 7, 7)","(2, 'MSP', 5, 4, 'MSP', 7, 'MSP', 6, 'MSP', 'MSP')"
"1075","(2, 3, 4, 4, 5, 6, 6, 7, 8, 9, 9)","(2, 3, 4, 'MSP', 5, 6, 'MSP', 7, 8, 9, 'MSP')"
"1075","(1, 1, 4, 4, 4, 5, 5, 6, 7, 7)","(1, 'MSP', 4, 'MSP', 'MSP', 5, 'MSP', 6, 7, 'MSP')"
"1076","""aabbc"",'b'","""aac"""
"1076","""toggle"",'g'","""tole"""
"1076","""aba"",'a'","""b"""
"1077","[9,8,7,1]","[1,9,8,7]"
"1077","[0,1,2,3]","[3,0,1,2]"
"1077","[1,2,3,4]","[4,1,2,3]"
"1078","10,15,21","1350"
"1078","5,7,9","286"
"1078","1,2,3","22"
"1079","10,15","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], [0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28], [0, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42], [0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56], [0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70], [0, 6, 12, 18, 24, 30, 36, 42, 48, 54, 60, 66, 72, 78, 84], [0, 7, 14, 21, 28, 35, 42, 49, 56, 63, 70, 77, 84, 91, 98], [0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112], [0, 9, 18, 27, 36, 45, 54, 63, 72, 81, 90, 99, 108, 117, 126]]"
"1079","5,7","[[0, 0, 0, 0, 0, 0, 0], [0, 1, 2, 3, 4, 5, 6], [0, 2, 4, 6, 8, 10, 12], [0, 3, 6, 9, 12, 15, 18], [0, 4, 8, 12, 16, 20, 24]]"
"1079","3,4","[[0, 0, 0, 0], [0, 1, 2, 3], [0, 2, 4, 6]]"
"1080","[('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)] ,2","[('Wyatt Knott', 91, 94), ('Brady Kent', 97, 96), ('Beau Turnbull', 94, 98), ('Greyson Fulton', 98, 99)]"
"1080","[('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)] ,1","[('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98), ('Brady Kent', 97, 96), ('Greyson Fulton', 98, 99)]"
"1080","[('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)] ,0","[('Beau Turnbull', 94, 98), ('Brady Kent', 97, 96), ('Greyson Fulton', 98, 99), ('Wyatt Knott', 91, 94)]"
"1081","[2, 5, 6, 8, 9, 10]","0"
"1081","[8, 9, 10,2, 5, 6]","3"
"1081","[8, 9, 10, 1, 2, 3, 4, 5, 6, 7]","3"
"1082","30","11"
"1082","20","1"
"1082","10","15"
"1083","5,[1,2,3,4,3]","1"
"1083","7,[3,1,2,5,6,2,3]","1"
"1083","7,[3,3,6,3,7,4,9]","3"
"1084","6","5"
"1084","9","12"
"1084","4","2"
"1085","""[[][]]][""","1"
"1085","""[]][][""","2"
"1085","""[[][]]""","0"
"1086","""AAD""","""Odd"""
"1086","""AB3454D""","""Odd"""
"1086","""ABC""","""Even"""
"1087","32","32"
"1087","10","8"
"1087","19","16"
"1088","3","4"
"1088","9","76"
"1088","4","7"
"1089","[5,6,7,8],'string{0}'","['string5', 'string6', 'string7', 'string8']"
"1089","[1,2,3,4],'temp{0}'","['temp1', 'temp2', 'temp3', 'temp4']"
"1089","['a','b','c','d'], 'python{0}'","[ 'pythona', 'pythonb', 'pythonc', 'pythond']"
"1090","[""A1"",""A2"",""A3"",""A4""],[""java"",""C"",""C++"",""DBMS""],[10,20,30,40]","[{'A1':{'java':10}},{'A2':{'C':20}},{'A3':{'C++':30}},{'A4':{'DBMS':40}}]"
"1090","[""S001"", ""S002"", ""S003"", ""S004""],[""Adina Park"", ""Leyton Marsh"", ""Duncan Boyle"", ""Saim Richards""] ,[85, 98, 89, 92]","[{'S001': {'Adina Park': 85}}, {'S002': {'Leyton Marsh': 98}}, {'S003': {'Duncan Boyle': 89}}, {'S004': {'Saim Richards': 92}}]"
"1090","[""abc"",""def"",""ghi"",""jkl""],[""python"",""program"",""language"",""programs""],[100,200,300,400]","[{'abc':{'python':100}},{'def':{'program':200}},{'ghi':{'language':300}},{'jkl':{'programs':400}}]"
"1091","2","2"
"1091","60","106"
"1091","10","12"
"1092","[[3,4,5],[6,7,8,9],[10,11,12]]","(4,[6,7,8,9])"
"1092","[[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]","(3, [13, 15, 17])"
"1092","[[1,2,3,4,5],[1,2,3,4],[1,2,3],[1,2],[1]]","(5,[1,2,3,4,5])"
"1093","(2, 3, 4, 5, 6)","True"
"1093","(1, 4, 5, 6, 1, 4)","False"
"1093","(1, 4, 5, 6)","True"
"1094","""ababc""","""c"""
"1094","""abcabc""",""
"1094","""abc""","""a"""
"1095","""abcd""","""Invalid"""
"1095","""abba""","""Valid"""
"1095","""a""","""Valid"""
"1096","15,45,75","45.0"
"1096","25,55,65","55.0"
"1096","20,10,30","20.0"
"1097","[10,20,-4,5,-70]","19"
"1097","[10,2,56]","14"
"1097","[[10,20,4,5,'b',70,'a']]","19"
"1098","(12, 6, 8, 11), (7, 4, 5, 6)","(11, 2, 13, 13)"
"1098","(10, 4, 6, 9), (5, 2, 3, 3)","(15, 6, 5, 10)"
"1098","(11, 5, 7, 10), (6, 3, 4, 4)","(13, 6, 3, 14)"
"1099","[(5, 16), (2, 3), (6, 5), (6, 9)] ","4"
"1099","[(3, 4), (1, 2), (4, 3), (5, 6)] ","3"
"1099","[(4, 15), (2, 3), (5, 4), (6, 7)] ","4"
"1100","((3, 5), (6, 7), (4, 11), (3, 12)), ((8, 9), (5, 11), (3, 3), (9, 5))","((11, 14), (11, 18), (7, 14), (12, 17))"
"1100","((2, 4), (5, 6), (3, 10), (2, 11)), ((7, 8), (4, 10), (2, 2), (8, 4))","((9, 12), (9, 16), (5, 12), (10, 15))"
"1100","((1, 3), (4, 5), (2, 9), (1, 10)), ((6, 7), (3, 9), (1, 1), (7, 3))","((7, 10), (7, 14), (3, 10), (8, 13))"
"1101","17,9,18","10"
"1101","15,12,43","25"
"1101","10,2,13","6"
"1102","""https://www.google.com""","True"
"1102","""https:// www.redit.com""","False"
"1102","""https:/www.gmail.com""","False"
"1103","0,0","0"
"1103","-5,-4","-5"
"1103","1,2","1"
"1104","(""w"", 3, ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"",""e""),3","True"
"1104","(""w"", 3, ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e""),'5'","False"
"1104","(""w"", 3, ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e""),'r'","True"
"1105","7","""Odd Parity"""
"1105","10","""Even Parity"""
"1105","12","""Even Parity"""
"1106","12","21"
"1106","102","120"
"1106","10","False"
"1107","[1,3,7],[2,4,6],2","[[1, 2], [1, 4]]"
"1107","[1,3,7],[2,4,6],1","[[1, 2]]"
"1107","[1,3,7],[2,4,6],7","[[1, 2], [1, 4], [3, 2], [1, 6], [3, 4], [3, 6], [7, 2]]"
"1108","[(2, 7), (2, 6), (1, 8), (4, 9)] ","8"
"1108","[(11,44), (10,15), (20,5), (12, 9)] ","100"
"1108","[(10,20), (15,2), (5,10)] ","30"
"1109","['Python', 3, 2, 4, 5, 'version']","2"
"1109","['Python', 15, 20, 25]","15"
"1109","['Python', 30, 20, 40, 50, 'version']","20"
"1110","'google_pixel'","'GooglePixel'"
"1110","'apple_watch'","'AppleWatch'"
"1110","'android_tv'","'AndroidTv'"
"1111","[1,2,3]","[2]"
"1111","[2,4,6]","[2,4,6]"
"1111","[10,20,3]","[10,20]"
"1112","[('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)],1","[98, 97, 91, 94]"
"1112","[('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)] ,2","[99, 96, 94, 98]"
"1112","[('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)] ,0","['Greyson Fulton', 'Brady Kent', 'Wyatt Knott', 'Beau Turnbull']"
"1113","[1,2,3],[4,5,6]","False"
"1113","[1,2,3,4,5],[6,7,8,9]","False"
"1113","[1,4,5],[1,4,5]","True"
"1114","[1,2,3,4,7,0,8,4]","(7,8)"
"1114","[0,-1,-2,-4,5,0,-6]","(-4,-6)"
"1114","[1,2,3]","(2,3)"
"1115","23","23"
"1115","24","27"
"1115","12","13"
