id,problem_id,input,output
1171,36,"[5, 4, 3, 2, 1]","[1, 1, 27]"
1172,36,"[292, 669, 479, 98, 293, 678, 825, 992, 647, 563, 341, 588, 570, 162, 231, 929, 21, 816, 859, 793, 549, 831, 347, 758, 426, 378, 687, 865, 754, 925, 942, 719, 797, 3, 794, 74, 845, 679, 205, 504, 62, 627]","[1, 1, 27]"
1173,36,"[77, 547, 676, 407, 266, 816, 359, 640, 58, 589, 277, 571, 54, 743, 807, 936, 372, 707, 81, 62, 506, 966, 768, 365, 505]","[1, 1, 27]"
1174,36,"[919, 736, 783, 736, 431, 637, 343, 978, 435, 468, 261, 885, 698, 34]","[1, 1, 27]"
1175,36,"[69, 3, 284, 868, 1, 11, 992, 235, 50, 496, 511, 520, 676, 773, 604, 344, 870, 994, 559, 901, 677, 315, 107, 902, 730, 417, 945, 238, 842, 803, 846, 858, 306, 916, 68, 858]","[1, 1, 27]"
1176,36,"[821, 978, 170, 337, 846, 981, 301, 119, 431, 817, 179, 971, 561, 113, 866, 480, 942, 971, 973, 370, 179, 192, 56, 262, 979]","[1, 1, 27]"
1177,36,"[0, 4, 2, 2, 4]","[1, 1, 27]"
1178,36,"[1, 2, 2, 1]","[1, 1, 27]"
1179,37,[2],[3]
1180,37,[],[]
1181,37,[29],"[3, 5, 5, -1]"
1182,37,"[0, 0, 0, 0]","[3, 5, 5, -1]"
1183,37,"[1, 1, 1, 1]","[3, 5, 5, -1]"
1184,37,"[-1, -1, -1, -1]","[3, 5, 5, -1]"
1185,37,"[5, 5, 5, 5]","[3, 5, 5, -1]"
1186,37,"[1, 2, 3, 4, 5]","[3, 5, 5, -1]"
1187,37,"[5, 4, 3, 2, 1]","[3, 5, 5, -1]"
1188,37,"[643, 236, 415, 273, 346, 557, 351, 80, 455, 287, 855, 434, 987, 923, 329, 998, 802, 933, 129, 951, 396, 575, 846, 788, 433, 364, 174, 793, 474]","[3, 5, 5, -1]"
1189,37,"[522, 428, 877, 660, 722, 255, 257, 626, 474, 68, 34, 122, 716, 257, 479, 325, 609, 246, 433, 883, 644, 388, 344, 95, 316, 576, 491, 484, 979, 819, 356, 151, 448, 723, 33, 207, 500, 1000, 351, 779, 150]","[3, 5, 5, -1]"
1190,37,"[939, 570, 995, 853, 202, 65, 775, 681, 310, 428, 790, 112, 601, 489, 205, 991]","[3, 5, 5, -1]"
1191,37,"[234, 366, 163, 682, 987, 337, 554, 6, 667, 196, 263, 254, 216, 709, 242, 218, 994, 283, 567, 18, 99, 468, 524, 484, 510, 895, 574, 613, 384, 182]","[3, 5, 5, -1]"
1192,37,"[558, 202, 194, 73, 94, 34, 942, 114, 849, 356, 465, 827, 489, 597, 427, 343, 527, 254, 791, 248, 22, 257, 80, 468, 278]","[3, 5, 5, -1]"
1193,37,"[0, 4, 2, 2, 4]","[3, 5, 5, -1]"
1194,37,"[1, 2, 2, 1]","[3, 5, 5, -1]"
1195,38,10,400
1196,38,0,40
1197,38,1,40
1198,38,-1,40
1199,39,[100],1
1200,39,[],0
1201,39,"[480, 549, 250, 920, 476, 154, 667, 175, 355, 339, 824, 871, 703, 439, 268, 880, 52, 614, 747, 479, 264, 544, 830, 851, 151, 984, 641, 689, 203, 638, 143, 319, 54, 369, 425, 123, 605, 69, 733, 894, 626, 700, 484, 999, 636, 601, 369, 288, 181, 863, 704, 287, 46, 263, 993, 449, 198, 761, 190, 949, 444, 658, 15, 329, 97, 330, 134, 167, 801, 973, 641, 924, 152, 518, 440, 116, 667, 700, 236, 999, 93, 69, 88, 754, 548, 909, 794, 369, 731, 458, 76, 613, 806, 193, 710, 644, 94, 849, 519, 328]",40
1202,39,"[0, 0, 0, 0, 0]",4
1203,39,"[1, 1, 1, 1, 1]",4
1204,39,"[-1, -1, -1, -1, -1]",4
1205,39,"[5, 5, 5, 5, 5]",4
1206,39,"[1, 2, 3, 4, 5]",4
1207,39,"[5, 4, 3, 2, 1]",4
1208,39,"[96, 637, 292, 976, 160, 517, 363, 501, 860, 304, 170, 639, 305, 962, 175, 7, 733, 33, 395, 427, 425, 909, 904, 162, 519, 167, 388, 623]",4
1209,39,"[137, 509, 664, 496, 357, 478, 714, 527, 760, 240, 236, 511, 774]",4
1210,39,"[833, 89, 636, 551, 537, 526, 755, 597, 834, 112, 64, 51, 737, 961, 524, 520, 934, 96, 776, 947, 112, 571, 164, 108, 195, 797, 728, 813, 627, 959, 446, 961, 749, 421, 823, 310, 166, 600, 859, 513, 446, 155, 950]",4
1211,39,"[34, 514, 225, 738, 588, 815, 669, 168, 541, 601, 64, 999, 498, 627]",4
1212,39,"[645, 7, 952, 339, 406, 373, 438, 155, 767, 820, 572, 206, 692, 557, 364, 960, 810, 90, 309, 416, 608, 761, 509, 32, 863, 534, 203, 324, 459, 108, 474, 881, 134, 124, 625, 366, 459, 198, 421, 38, 271, 532, 935, 918, 714, 478, 455]",4
1213,39,"[0, 4, 2, 2, 4]",4
1214,39,"[1, 2, 2, 1]",4
1215,40,[[2]],1
1216,40,[[]],0
